"","category","rt","categoryCorrect","timeStart","memory","memoryCorrect","stim.old","x","y","z","w","trial.num","stim","workerId","condition","round"
"941","A",2018,TRUE,1415204789580,"old",TRUE,TRUE,0,1,1,1,13,"0111","A2QDUKH5062ZMP","ms","07"
"942","B",1845,TRUE,1415204792350,"old",TRUE,TRUE,0,1,1,0,14,"0110","A2QDUKH5062ZMP","ms","07"
"943","B",2771,TRUE,1415204794947,"old",TRUE,TRUE,0,0,0,1,15,"0001","A2QDUKH5062ZMP","ms","07"
"944","A",2181,NA,1415204798469,"old",FALSE,FALSE,1,0,0,0,16,"1000","A2QDUKH5062ZMP","ms","07"
"945","A",6254,TRUE,1415296601495,"old",TRUE,TRUE,1,0,1,0,1,"1010","A7N1ZPGLAA0BC","ms","07"
"946","B",5826,NA,1415296608507,"old",FALSE,FALSE,0,1,0,0,2,"0100","A7N1ZPGLAA0BC","ms","07"
"947","A",5132,FALSE,1415296615097,"old",TRUE,TRUE,0,1,1,0,3,"0110","A7N1ZPGLAA0BC","ms","07"
"948","B",4057,TRUE,1415296620980,"old",TRUE,TRUE,0,0,0,1,4,"0001","A7N1ZPGLAA0BC","ms","07"
"949","B",4694,NA,1415296625791,"old",FALSE,FALSE,0,1,0,1,5,"0101","A7N1ZPGLAA0BC","ms","07"
"950","A",4831,FALSE,1415296631238,"old",TRUE,TRUE,1,1,0,0,6,"1100","A7N1ZPGLAA0BC","ms","07"
"951","A",4001,TRUE,1415296636820,"old",TRUE,TRUE,1,1,1,0,7,"1110","A7N1ZPGLAA0BC","ms","07"
"952","A",5488,NA,1415296641581,"old",FALSE,FALSE,1,0,0,0,8,"1000","A7N1ZPGLAA0BC","ms","07"
"953","B",5451,NA,1415296647842,"old",FALSE,FALSE,1,0,0,1,9,"1001","A7N1ZPGLAA0BC","ms","07"
"954","A",3127,NA,1415296654054,"old",FALSE,FALSE,1,1,1,1,10,"1111","A7N1ZPGLAA0BC","ms","07"
"955","B",4385,NA,1415296657940,"old",FALSE,FALSE,0,0,1,1,11,"0011","A7N1ZPGLAA0BC","ms","07"
"956","B",3047,FALSE,1415296663086,"old",TRUE,TRUE,0,1,1,1,12,"0111","A7N1ZPGLAA0BC","ms","07"
"957","A",2883,TRUE,1415296666906,"old",TRUE,TRUE,1,1,0,1,13,"1101","A7N1ZPGLAA0BC","ms","07"
"958","B",6148,NA,1415296670545,"old",FALSE,FALSE,0,0,1,0,14,"0010","A7N1ZPGLAA0BC","ms","07"
"959","A",3277,TRUE,1415296677464,"old",TRUE,TRUE,1,0,1,1,15,"1011","A7N1ZPGLAA0BC","ms","07"
"960","B",5122,TRUE,1415296681507,"old",TRUE,TRUE,0,0,0,0,16,"0000","A7N1ZPGLAA0BC","ms","07"
"961","B",6470,NA,1415205477129,"old",FALSE,FALSE,0,0,1,0,1,"0010","AX3BTLTHKLPX","ms","07"
"962","A",3622,NA,1415205484362,"old",FALSE,FALSE,1,0,0,1,2,"1001","AX3BTLTHKLPX","ms","07"
"963","A",2023,TRUE,1415205488740,"old",TRUE,TRUE,1,0,1,0,3,"1010","AX3BTLTHKLPX","ms","07"
"964","B",2027,TRUE,1415205491521,"old",TRUE,TRUE,0,1,1,0,4,"0110","AX3BTLTHKLPX","ms","07"
"965","A",1564,NA,1415205494304,"old",FALSE,FALSE,1,1,1,1,5,"1111","AX3BTLTHKLPX","ms","07"
"966","A",2000,TRUE,1415205496632,"old",TRUE,TRUE,1,1,1,0,6,"1110","AX3BTLTHKLPX","ms","07"
"967","A",1501,TRUE,1415205499384,"old",TRUE,TRUE,1,1,0,1,7,"1101","AX3BTLTHKLPX","ms","07"
"968","B",3246,TRUE,1415205501635,"new",FALSE,TRUE,1,1,0,0,8,"1100","AX3BTLTHKLPX","ms","07"
"969","B",3052,TRUE,1415205505637,"old",TRUE,TRUE,0,0,0,1,9,"0001","AX3BTLTHKLPX","ms","07"
"970","B",1831,NA,1415205509441,"new",TRUE,FALSE,0,1,0,0,10,"0100","AX3BTLTHKLPX","ms","07"
"971","B",1973,TRUE,1415205512030,"old",TRUE,TRUE,0,0,0,0,11,"0000","AX3BTLTHKLPX","ms","07"
"972","B",3549,NA,1415205514756,"old",FALSE,FALSE,1,0,0,0,12,"1000","AX3BTLTHKLPX","ms","07"
"973","A",2006,NA,1415205519063,"new",TRUE,FALSE,0,1,0,1,13,"0101","AX3BTLTHKLPX","ms","07"
"974","A",1736,TRUE,1415205521835,"old",TRUE,TRUE,1,0,1,1,14,"1011","AX3BTLTHKLPX","ms","07"
"975","A",1727,TRUE,1415205524324,"old",TRUE,TRUE,0,1,1,1,15,"0111","AX3BTLTHKLPX","ms","07"
"976","A",3412,NA,1415205526808,"new",TRUE,FALSE,0,0,1,1,16,"0011","AX3BTLTHKLPX","ms","07"
"977","B",4338,TRUE,1415292371724,"old",TRUE,TRUE,0,0,0,0,1,"0000","A3LX3GRDAZTKPP","ms","07"
"978","A",3511,NA,1415292376847,"old",FALSE,FALSE,1,0,0,0,2,"1000","A3LX3GRDAZTKPP","ms","07"
"979","B",2728,NA,1415292381118,"old",FALSE,FALSE,0,0,1,0,3,"0010","A3LX3GRDAZTKPP","ms","07"
"980","A",1962,FALSE,1415292384612,"old",TRUE,TRUE,0,0,0,1,4,"0001","A3LX3GRDAZTKPP","ms","07"
"981","A",1919,TRUE,1415292387342,"old",TRUE,TRUE,0,1,1,1,5,"0111","A3LX3GRDAZTKPP","ms","07"
"982","B",1990,TRUE,1415292390025,"old",TRUE,TRUE,0,1,1,0,6,"0110","A3LX3GRDAZTKPP","ms","07"
"983","B",2488,NA,1415292392790,"old",FALSE,FALSE,0,1,0,1,7,"0101","A3LX3GRDAZTKPP","ms","07"
"984","B",1523,NA,1415292396031,"old",FALSE,FALSE,0,1,0,0,8,"0100","A3LX3GRDAZTKPP","ms","07"
"985","A",1596,NA,1415292398309,"old",FALSE,FALSE,1,0,0,1,9,"1001","A3LX3GRDAZTKPP","ms","07"
"986","B",2624,NA,1415292400665,"old",FALSE,FALSE,0,0,1,1,10,"0011","A3LX3GRDAZTKPP","ms","07"
"987","B",1906,TRUE,1415292404050,"old",TRUE,TRUE,1,1,0,0,11,"1100","A3LX3GRDAZTKPP","ms","07"
"988","A",1490,NA,1415292406717,"old",FALSE,FALSE,1,1,1,1,12,"1111","A3LX3GRDAZTKPP","ms","07"
"989","A",1769,TRUE,1415292408995,"old",TRUE,TRUE,1,1,0,1,13,"1101","A3LX3GRDAZTKPP","ms","07"
"990","A",1571,TRUE,1415292411522,"old",TRUE,TRUE,1,1,1,0,14,"1110","A3LX3GRDAZTKPP","ms","07"
"991","A",1551,TRUE,1415292413862,"old",TRUE,TRUE,1,0,1,1,15,"1011","A3LX3GRDAZTKPP","ms","07"
"992","A",1839,TRUE,1415292416188,"old",TRUE,TRUE,1,0,1,0,16,"1010","A3LX3GRDAZTKPP","ms","07"
"993","A",4119,NA,1415297309230,"old",FALSE,FALSE,1,0,0,0,1,"1000","A2Z9PQMLGDF60M","ms","07"
"994","A",1832,NA,1415297314101,"old",FALSE,FALSE,1,0,0,1,2,"1001","A2Z9PQMLGDF60M","ms","07"
"995","A",2000,TRUE,1415297316685,"old",TRUE,TRUE,1,0,1,0,3,"1010","A2Z9PQMLGDF60M","ms","07"
"996","B",3089,TRUE,1415297319437,"old",TRUE,TRUE,0,1,1,0,4,"0110","A2Z9PQMLGDF60M","ms","07"
"997","B",1770,FALSE,1415297323278,"old",TRUE,TRUE,1,1,1,0,5,"1110","A2Z9PQMLGDF60M","ms","07"
"998","B",2019,NA,1415297325800,"old",FALSE,FALSE,0,1,0,0,6,"0100","A2Z9PQMLGDF60M","ms","07"
"999","B",2404,TRUE,1415297328570,"old",TRUE,TRUE,1,1,0,0,7,"1100","A2Z9PQMLGDF60M","ms","07"
"1000","A",2413,TRUE,1415297331727,"old",TRUE,TRUE,1,0,1,1,8,"1011","A2Z9PQMLGDF60M","ms","07"
"1001","A",3823,NA,1415297334892,"old",FALSE,FALSE,0,0,1,1,9,"0011","A2Z9PQMLGDF60M","ms","07"
"1002","B",2456,TRUE,1415297339467,"old",TRUE,TRUE,0,0,0,0,10,"0000","A2Z9PQMLGDF60M","ms","07"
"1003","A",2181,NA,1415297342675,"old",FALSE,FALSE,0,0,1,0,11,"0010","A2Z9PQMLGDF60M","ms","07"
"1004","B",1795,TRUE,1415297345608,"old",TRUE,TRUE,0,0,0,1,12,"0001","A2Z9PQMLGDF60M","ms","07"
"1005","A",1559,TRUE,1415297348156,"old",TRUE,TRUE,0,1,1,1,13,"0111","A2Z9PQMLGDF60M","ms","07"
"1006","A",1807,TRUE,1415297350467,"old",TRUE,TRUE,1,1,0,1,14,"1101","A2Z9PQMLGDF60M","ms","07"
"1007","A",1629,NA,1415297353026,"old",FALSE,FALSE,1,1,1,1,15,"1111","A2Z9PQMLGDF60M","ms","07"
"1008","B",2598,NA,1415297355407,"old",FALSE,FALSE,0,1,0,1,16,"0101","A2Z9PQMLGDF60M","ms","07"
"1009","B",4732,TRUE,1415293972641,"old",TRUE,TRUE,0,0,0,0,1,"0000","A1R08EZI5C4YS2","ms","07"
"1010","B",4854,NA,1415293978137,"new",TRUE,FALSE,0,1,0,1,2,"0101","A1R08EZI5C4YS2","ms","07"
"1011","A",3367,TRUE,1415293983754,"old",TRUE,TRUE,1,1,0,1,3,"1101","A1R08EZI5C4YS2","ms","07"
"1012","A",2473,TRUE,1415293987872,"old",TRUE,TRUE,1,0,1,1,4,"1011","A1R08EZI5C4YS2","ms","07"
"1013","A",2517,NA,1415293991101,"old",FALSE,FALSE,1,1,1,1,5,"1111","A1R08EZI5C4YS2","ms","07"
"1014","B",4757,NA,1415293994378,"new",TRUE,FALSE,1,0,0,0,6,"1000","A1R08EZI5C4YS2","ms","07"
"1015","B",2248,TRUE,1415293999899,"old",TRUE,TRUE,0,0,0,1,7,"0001","A1R08EZI5C4YS2","ms","07"
"1016","A",4570,FALSE,1415294002910,"old",TRUE,TRUE,1,1,0,0,8,"1100","A1R08EZI5C4YS2","ms","07"
"1017","A",2705,TRUE,1415294008230,"old",TRUE,TRUE,1,0,1,0,9,"1010","A1R08EZI5C4YS2","ms","07"
"1018","A",2985,NA,1415294011693,"old",FALSE,FALSE,0,0,1,0,10,"0010","A1R08EZI5C4YS2","ms","07"
"1019","A",2164,TRUE,1415294015437,"old",TRUE,TRUE,0,1,1,1,11,"0111","A1R08EZI5C4YS2","ms","07"
"1020","B",2165,NA,1415294018354,"old",FALSE,FALSE,1,0,0,1,12,"1001","A1R08EZI5C4YS2","ms","07"
"1021","A",2522,TRUE,1415294021272,"old",TRUE,TRUE,1,1,1,0,13,"1110","A1R08EZI5C4YS2","ms","07"
"1022","A",2300,FALSE,1415294024549,"old",TRUE,TRUE,0,1,1,0,14,"0110","A1R08EZI5C4YS2","ms","07"
"1023","B",2666,NA,1415294027605,"old",FALSE,FALSE,0,1,0,0,15,"0100","A1R08EZI5C4YS2","ms","07"
"1024","A",1919,NA,1415294031038,"old",FALSE,FALSE,0,0,1,1,16,"0011","A1R08EZI5C4YS2","ms","07"
"1025","A",8894,FALSE,1415296865819,"old",TRUE,TRUE,0,1,1,0,1,"0110","A3393HRM9KT2FG","ms","07"
"1026","A",4995,NA,1415296875476,"old",FALSE,FALSE,1,0,0,0,2,"1000","A3393HRM9KT2FG","ms","07"
"1027","A",3229,TRUE,1415296881238,"old",TRUE,TRUE,0,1,1,1,3,"0111","A3393HRM9KT2FG","ms","07"
"1028","B",2336,TRUE,1415296885230,"old",TRUE,TRUE,0,0,0,0,4,"0000","A3393HRM9KT2FG","ms","07"
"1029","A",7173,NA,1415296888334,"new",TRUE,FALSE,0,1,0,1,5,"0101","A3393HRM9KT2FG","ms","07"
"1030","A",4797,NA,1415296896285,"old",FALSE,FALSE,0,0,1,0,6,"0010","A3393HRM9KT2FG","ms","07"
"1031","A",2087,TRUE,1415296901852,"old",TRUE,TRUE,1,0,1,1,7,"1011","A3393HRM9KT2FG","ms","07"
"1032","A",2797,TRUE,1415296904708,"old",TRUE,TRUE,1,1,1,0,8,"1110","A3393HRM9KT2FG","ms","07"
"1033","A",2604,NA,1415296908270,"old",FALSE,FALSE,0,0,1,1,9,"0011","A3393HRM9KT2FG","ms","07"
"1034","B",3456,TRUE,1415296911647,"old",TRUE,TRUE,0,0,0,1,10,"0001","A3393HRM9KT2FG","ms","07"
"1035","A",2132,NA,1415296915872,"old",FALSE,FALSE,1,0,0,1,11,"1001","A3393HRM9KT2FG","ms","07"
"1036","A",2959,TRUE,1415296918773,"old",TRUE,TRUE,1,1,0,1,12,"1101","A3393HRM9KT2FG","ms","07"
"1037","A",7349,NA,1415296922509,"old",FALSE,FALSE,0,1,0,0,13,"0100","A3393HRM9KT2FG","ms","07"
"1038","A",3720,FALSE,1415296930623,"old",TRUE,TRUE,1,1,0,0,14,"1100","A3393HRM9KT2FG","ms","07"
"1039","A",2022,TRUE,1415296935113,"old",TRUE,TRUE,1,0,1,0,15,"1010","A3393HRM9KT2FG","ms","07"
"1040","A",3962,NA,1415296937905,"old",FALSE,FALSE,1,1,1,1,16,"1111","A3393HRM9KT2FG","ms","07"
"1041","A",5781,TRUE,1415203205086,"old",TRUE,TRUE,0,0,1,1,1,"0011","A3SIA819DK0PZ8","opt-total","07"
"1042","A",16071,NA,1415203211626,"new",TRUE,FALSE,0,0,0,0,2,"0000","A3SIA819DK0PZ8","opt-total","07"
"1043","B",5002,TRUE,1415203228456,"old",TRUE,TRUE,0,1,0,0,3,"0100","A3SIA819DK0PZ8","opt-total","07"
"1044","A",8655,NA,1415203234216,"new",TRUE,FALSE,0,1,0,1,4,"0101","A3SIA819DK0PZ8","opt-total","07"
"1045","A",4940,TRUE,1415203243636,"old",TRUE,TRUE,0,0,0,1,5,"0001","A3SIA819DK0PZ8","opt-total","07"
"1046","A",9388,NA,1415203249336,"new",TRUE,FALSE,1,1,0,1,6,"1101","A3SIA819DK0PZ8","opt-total","07"
"1047","B",3339,TRUE,1415203259489,"old",TRUE,TRUE,1,0,0,0,7,"1000","A3SIA819DK0PZ8","opt-total","07"
"1048","A",8991,NA,1415203263591,"new",TRUE,FALSE,1,0,0,1,8,"1001","A3SIA819DK0PZ8","opt-total","07"
"1049","A",3439,TRUE,1415203273344,"old",TRUE,TRUE,1,1,0,0,9,"1100","A3SIA819DK0PZ8","opt-total","07"
"1050","A",13813,NA,1415203277546,"new",TRUE,FALSE,0,1,1,1,10,"0111","A3SIA819DK0PZ8","opt-total","07"
"1051","A",4701,TRUE,1415203292116,"old",TRUE,TRUE,1,1,1,1,11,"1111","A3SIA819DK0PZ8","opt-total","07"
"1052","A",12201,NA,1415203297591,"new",TRUE,FALSE,1,0,1,1,12,"1011","A3SIA819DK0PZ8","opt-total","07"
"1053","B",2789,TRUE,1415203310553,"old",TRUE,TRUE,1,0,1,0,13,"1010","A3SIA819DK0PZ8","opt-total","07"
"1054","A",5157,TRUE,1415203314096,"old",TRUE,TRUE,1,1,1,0,14,"1110","A3SIA819DK0PZ8","opt-total","07"
"1055","B",4661,TRUE,1415203320019,"old",TRUE,TRUE,0,1,1,0,15,"0110","A3SIA819DK0PZ8","opt-total","07"
"1056","A",9444,NA,1415203325439,"new",TRUE,FALSE,0,0,1,0,16,"0010","A3SIA819DK0PZ8","opt-total","07"
"1057","A",3823,TRUE,1415205973152,"old",TRUE,TRUE,1,1,0,0,1,"1100","A2J2MYE6ZWJFZ4","opt-total","07"
"1058","A",2347,TRUE,1415205977738,"old",TRUE,TRUE,1,1,1,0,2,"1110","A2J2MYE6ZWJFZ4","opt-total","07"
"1059","A",2037,TRUE,1415205980848,"old",TRUE,TRUE,1,1,1,1,3,"1111","A2J2MYE6ZWJFZ4","opt-total","07"
"1060","B",1467,TRUE,1415205983648,"old",TRUE,TRUE,1,0,0,0,4,"1000","A2J2MYE6ZWJFZ4","opt-total","07"
"1061","B",2779,NA,1415205985875,"old",FALSE,FALSE,1,0,0,1,5,"1001","A2J2MYE6ZWJFZ4","opt-total","07"
"1062","A",2704,TRUE,1415205989414,"old",TRUE,TRUE,0,0,1,1,6,"0011","A2J2MYE6ZWJFZ4","opt-total","07"
"1063","B",1560,TRUE,1415205992884,"old",TRUE,TRUE,0,1,1,0,7,"0110","A2J2MYE6ZWJFZ4","opt-total","07"
"1064","A",2183,TRUE,1415205995208,"old",TRUE,TRUE,0,0,0,1,8,"0001","A2J2MYE6ZWJFZ4","opt-total","07"
"1065","B",2013,TRUE,1415205998151,"old",TRUE,TRUE,0,1,0,0,9,"0100","A2J2MYE6ZWJFZ4","opt-total","07"
"1066","B",3186,NA,1415206000918,"old",FALSE,FALSE,0,0,0,0,10,"0000","A2J2MYE6ZWJFZ4","opt-total","07"
"1067","B",12507,NA,1415206004864,"new",TRUE,FALSE,0,1,0,1,11,"0101","A2J2MYE6ZWJFZ4","opt-total","07"
"1068","B",2233,NA,1415206018131,"old",FALSE,FALSE,1,0,1,1,12,"1011","A2J2MYE6ZWJFZ4","opt-total","07"
"1069","B",2423,NA,1415206021117,"old",FALSE,FALSE,0,0,1,0,13,"0010","A2J2MYE6ZWJFZ4","opt-total","07"
"1070","A",2065,NA,1415206024305,"old",FALSE,FALSE,1,1,0,1,14,"1101","A2J2MYE6ZWJFZ4","opt-total","07"
"1071","B",2180,NA,1415206027127,"new",TRUE,FALSE,0,1,1,1,15,"0111","A2J2MYE6ZWJFZ4","opt-total","07"
"1072","B",1633,TRUE,1415206030074,"old",TRUE,TRUE,1,0,1,0,16,"1010","A2J2MYE6ZWJFZ4","opt-total","07"
"1073","A",6478,NA,1415294842315,"new",TRUE,FALSE,0,1,0,1,1,"0101","A1TLZKZ2BM5ZLE","ms","07"
"1074","A",5226,NA,1415294849555,"old",FALSE,FALSE,1,1,1,1,2,"1111","A1TLZKZ2BM5ZLE","ms","07"
"1075","B",4385,NA,1415294855541,"new",TRUE,FALSE,1,0,0,0,3,"1000","A1TLZKZ2BM5ZLE","ms","07"
"1076","B",5136,NA,1415294860692,"old",FALSE,FALSE,0,1,0,0,4,"0100","A1TLZKZ2BM5ZLE","ms","07"
"1077","A",3531,NA,1415294866591,"old",FALSE,FALSE,0,0,1,1,5,"0011","A1TLZKZ2BM5ZLE","ms","07"
"1078","B",4848,FALSE,1415294870932,"old",TRUE,TRUE,1,0,1,1,6,"1011","A1TLZKZ2BM5ZLE","ms","07"
"1079","A",3780,TRUE,1415294876561,"old",TRUE,TRUE,1,1,1,0,7,"1110","A1TLZKZ2BM5ZLE","ms","07"
"1080","B",3561,FALSE,1415294881096,"old",TRUE,TRUE,1,0,1,0,8,"1010","A1TLZKZ2BM5ZLE","ms","07"
"1081","B",4434,TRUE,1415294885486,"old",TRUE,TRUE,0,0,0,1,9,"0001","A1TLZKZ2BM5ZLE","ms","07"
"1082","B",3018,TRUE,1415294890689,"old",TRUE,TRUE,0,0,0,0,10,"0000","A1TLZKZ2BM5ZLE","ms","07"
"1083","A",2941,FALSE,1415294894477,"old",TRUE,TRUE,1,1,0,0,11,"1100","A1TLZKZ2BM5ZLE","ms","07"
"1084","A",2557,FALSE,1415294898185,"old",TRUE,TRUE,0,1,1,0,12,"0110","A1TLZKZ2BM5ZLE","ms","07"
"1085","B",3322,NA,1415294901502,"old",FALSE,FALSE,1,0,0,1,13,"1001","A1TLZKZ2BM5ZLE","ms","07"
"1086","B",3053,NA,1415294905694,"old",FALSE,FALSE,0,0,1,0,14,"0010","A1TLZKZ2BM5ZLE","ms","07"
"1087","A",2840,TRUE,1415294909547,"old",TRUE,TRUE,1,1,0,1,15,"1101","A1TLZKZ2BM5ZLE","ms","07"
"1088","A",2640,TRUE,1415294913144,"old",TRUE,TRUE,0,1,1,1,16,"0111","A1TLZKZ2BM5ZLE","ms","07"
"1089","A",4361,FALSE,1415218299189,"old",TRUE,TRUE,0,0,0,1,1,"0001","A2RKP4UR1OML62","ms","07"
"1090","A",3284,NA,1415218304304,"old",FALSE,FALSE,1,0,0,0,2,"1000","A2RKP4UR1OML62","ms","07"
"1091","A",2548,TRUE,1415218308340,"old",TRUE,TRUE,0,1,1,1,3,"0111","A2RKP4UR1OML62","ms","07"
"1092","A",2611,TRUE,1415218311641,"old",TRUE,TRUE,1,0,1,1,4,"1011","A2RKP4UR1OML62","ms","07"
"1093","B",2760,NA,1415218315004,"old",FALSE,FALSE,0,0,1,0,5,"0010","A2RKP4UR1OML62","ms","07"
"1094","A",3089,NA,1415218318517,"old",FALSE,FALSE,0,0,1,1,6,"0011","A2RKP4UR1OML62","ms","07"
"1095","A",3717,NA,1415218322359,"old",FALSE,FALSE,1,0,0,1,7,"1001","A2RKP4UR1OML62","ms","07"
"1096","B",2377,TRUE,1415218326828,"old",TRUE,TRUE,1,1,0,0,8,"1100","A2RKP4UR1OML62","ms","07"
"1097","A",3170,TRUE,1415218329958,"old",TRUE,TRUE,1,1,1,0,9,"1110","A2RKP4UR1OML62","ms","07"
"1098","B",3383,NA,1415218333880,"old",FALSE,FALSE,0,1,0,0,10,"0100","A2RKP4UR1OML62","ms","07"
"1099","B",2431,FALSE,1415218338016,"old",TRUE,TRUE,1,1,0,1,11,"1101","A2RKP4UR1OML62","ms","07"
"1100","A",6624,FALSE,1415218341199,"old",TRUE,TRUE,0,0,0,0,12,"0000","A2RKP4UR1OML62","ms","07"
"1101","A",2622,TRUE,1415218348575,"old",TRUE,TRUE,1,0,1,0,13,"1010","A2RKP4UR1OML62","ms","07"
"1102","A",2812,NA,1415218351949,"old",FALSE,FALSE,1,1,1,1,14,"1111","A2RKP4UR1OML62","ms","07"
"1103","B",2713,TRUE,1415218355513,"old",TRUE,TRUE,0,1,1,0,15,"0110","A2RKP4UR1OML62","ms","07"
"1104","B",3166,NA,1415218358979,"old",FALSE,FALSE,0,1,0,1,16,"0101","A2RKP4UR1OML62","ms","07"
"1105","B",4194,TRUE,1415294332600,"old",TRUE,TRUE,0,1,1,0,1,"0110","AZ7AXGK37ODU2","ms","07"
"1106","A",4130,TRUE,1415294337546,"old",TRUE,TRUE,1,0,1,0,2,"1010","AZ7AXGK37ODU2","ms","07"
"1107","A",6635,FALSE,1415294342429,"old",TRUE,TRUE,1,1,0,0,3,"1100","AZ7AXGK37ODU2","ms","07"
"1108","A",2902,TRUE,1415294349817,"old",TRUE,TRUE,1,1,0,1,4,"1101","AZ7AXGK37ODU2","ms","07"
"1109","A",2894,NA,1415294353472,"old",FALSE,FALSE,0,1,0,0,5,"0100","AZ7AXGK37ODU2","ms","07"
"1110","B",2574,TRUE,1415294357118,"old",TRUE,TRUE,0,0,0,0,6,"0000","AZ7AXGK37ODU2","ms","07"
"1111","A",4217,NA,1415294360445,"old",FALSE,FALSE,0,1,0,1,7,"0101","AZ7AXGK37ODU2","ms","07"
"1112","A",6016,TRUE,1415294365414,"old",TRUE,TRUE,0,1,1,1,8,"0111","AZ7AXGK37ODU2","ms","07"
"1113","A",2757,NA,1415294372182,"old",FALSE,FALSE,1,1,1,1,9,"1111","AZ7AXGK37ODU2","ms","07"
"1114","A",5330,TRUE,1415294375691,"old",TRUE,TRUE,1,1,1,0,10,"1110","AZ7AXGK37ODU2","ms","07"
"1115","B",8155,TRUE,1415294381773,"old",TRUE,TRUE,0,0,0,1,11,"0001","AZ7AXGK37ODU2","ms","07"
"1116","B",2914,NA,1415294390682,"old",FALSE,FALSE,0,0,1,1,12,"0011","AZ7AXGK37ODU2","ms","07"
"1117","A",7927,NA,1415294394348,"old",FALSE,FALSE,1,0,0,0,13,"1000","AZ7AXGK37ODU2","ms","07"
"1118","B",3654,FALSE,1415294403028,"old",TRUE,TRUE,1,0,1,1,14,"1011","AZ7AXGK37ODU2","ms","07"
"1119","B",5329,NA,1415294407434,"new",TRUE,FALSE,1,0,0,1,15,"1001","AZ7AXGK37ODU2","ms","07"
"1120","B",3775,NA,1415294413516,"old",FALSE,FALSE,0,0,1,0,16,"0010","AZ7AXGK37ODU2","ms","07"
"1121","B",4609,NA,1415295727525,"old",FALSE,FALSE,0,0,1,0,1,"0010","A24DX17H83SMV0","ms","07"
"1122","B",3543,NA,1415295732900,"old",FALSE,FALSE,0,1,0,0,2,"0100","A24DX17H83SMV0","ms","07"
"1123","A",2382,NA,1415295737201,"old",FALSE,FALSE,0,1,0,1,3,"0101","A24DX17H83SMV0","ms","07"
"1124","B",2436,TRUE,1415295740341,"old",TRUE,TRUE,0,0,0,1,4,"0001","A24DX17H83SMV0","ms","07"
"1125","B",2599,TRUE,1415295743528,"old",TRUE,TRUE,0,0,0,0,5,"0000","A24DX17H83SMV0","ms","07"
"1126","A",4116,NA,1415295746901,"new",TRUE,FALSE,1,0,0,1,6,"1001","A24DX17H83SMV0","ms","07"
"1127","B",5266,NA,1415295751774,"new",TRUE,FALSE,0,0,1,1,7,"0011","A24DX17H83SMV0","ms","07"
"1128","A",1957,FALSE,1415295757794,"old",TRUE,TRUE,0,1,1,0,8,"0110","A24DX17H83SMV0","ms","07"
"1129","A",2891,TRUE,1415295760514,"old",TRUE,TRUE,1,0,1,0,9,"1010","A24DX17H83SMV0","ms","07"
"1130","A",2689,TRUE,1415295764167,"old",TRUE,TRUE,0,1,1,1,10,"0111","A24DX17H83SMV0","ms","07"
"1131","A",3650,NA,1415295767616,"new",TRUE,FALSE,1,0,0,0,11,"1000","A24DX17H83SMV0","ms","07"
"1132","A",1752,TRUE,1415295772030,"old",TRUE,TRUE,1,0,1,1,12,"1011","A24DX17H83SMV0","ms","07"
"1133","A",2304,FALSE,1415295774548,"old",TRUE,TRUE,1,1,0,0,13,"1100","A24DX17H83SMV0","ms","07"
"1134","A",1753,NA,1415295777607,"old",FALSE,FALSE,1,1,1,1,14,"1111","A24DX17H83SMV0","ms","07"
"1135","A",3683,TRUE,1415295780117,"old",TRUE,TRUE,1,1,1,0,15,"1110","A24DX17H83SMV0","ms","07"
"1136","B",2275,FALSE,1415295784556,"old",TRUE,TRUE,1,1,0,1,16,"1101","A24DX17H83SMV0","ms","07"
"1137","A",10348,TRUE,1415219441180,"old",TRUE,TRUE,0,1,1,1,1,"0111","A2MACDVP9MWKHA","ms","07"
"1138","B",9465,TRUE,1415219452290,"old",TRUE,TRUE,0,0,0,0,2,"0000","A2MACDVP9MWKHA","ms","07"
"1139","A",12606,NA,1415219462511,"old",FALSE,FALSE,0,1,0,0,3,"0100","A2MACDVP9MWKHA","ms","07"
"1140","A",5842,TRUE,1415219475874,"old",TRUE,TRUE,1,1,0,1,4,"1101","A2MACDVP9MWKHA","ms","07"
"1141","B",3528,TRUE,1415219482472,"old",TRUE,TRUE,0,1,1,0,5,"0110","A2MACDVP9MWKHA","ms","07"
"1142","A",4557,TRUE,1415219486762,"old",TRUE,TRUE,1,0,1,1,6,"1011","A2MACDVP9MWKHA","ms","07"
"1143","A",6513,NA,1415219492081,"old",FALSE,FALSE,0,0,1,1,7,"0011","A2MACDVP9MWKHA","ms","07"
"1144","A",4733,TRUE,1415219499351,"old",TRUE,TRUE,1,0,1,0,8,"1010","A2MACDVP9MWKHA","ms","07"
"1145","B",5635,NA,1415219504841,"new",TRUE,FALSE,1,0,0,0,9,"1000","A2MACDVP9MWKHA","ms","07"
"1146","A",7650,NA,1415219511232,"old",FALSE,FALSE,1,1,1,1,10,"1111","A2MACDVP9MWKHA","ms","07"
"1147","A",11276,NA,1415219519852,"new",TRUE,FALSE,0,0,1,0,11,"0010","A2MACDVP9MWKHA","ms","07"
"1148","B",6231,FALSE,1415219531886,"old",TRUE,TRUE,1,1,1,0,12,"1110","A2MACDVP9MWKHA","ms","07"
"1149","B",3390,TRUE,1415219538876,"old",TRUE,TRUE,0,0,0,1,13,"0001","A2MACDVP9MWKHA","ms","07"
